

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
447.987  011.897  006.152: require('packer.async')
461.234  005.801  005.801: require('packer.result')
461.250  013.257  007.456: require('packer.jobs')
461.265  032.085  006.932: require('packer.plugin_utils')
467.202  005.795  005.795: require('packer.snapshot')
467.853  000.259  000.259: require('ds_omega.layers.NeoVimDevelopment')
468.171  000.232  000.232: require('ds_omega.layers.Integrations')
468.531  000.330  000.330: require('ds_omega.layers.Commands')
469.317  000.582  000.582: require('ds_omega.layers.Workspace')
470.218  000.411  000.411: require('ds_omega.layers.TextObjects')
470.910  000.387  000.387: require('ds_omega.layers.WindowManagement')
471.244  000.278  000.278: require('ds_omega.layers.Highlighting')
471.571  000.249  000.249: require('ds_omega.layers.Lsp')
471.884  000.216  000.216: require('ds_omega.layers.Markdown')
472.173  000.239  000.239: require('ds_omega.layers.Ui')
472.523  000.233  000.233: require('ds_omega.layers.Completion')
472.991  000.272  000.272: require('ds_omega.layers.Navigation')
473.235  000.210  000.210: require('ds_omega.layers.Assistance')
473.518  000.212  000.212: require('ds_omega.layers.Git')
473.773  000.236  000.236: require('ds_omega.layers.EditorManagement')
474.062  000.272  000.272: require('ds_omega.layers.Editing')
474.453  000.259  000.259: require('ds_omega.layers.ProjectManagement')
477.630  000.203  000.203: require('config.emmet-vim_setup')
483.137  002.689  002.689: require('neogen.config')
488.278  005.130  005.130: require('neogen.utilities.helpers')
490.887  002.595  002.595: require('neogen.mark')
490.900  013.048  002.634: require('neogen')
491.068  000.162  000.162: require('config.neogen.settings.python')
497.156  003.020  003.020: require('neogen.utilities.nodes')
499.717  002.548  002.548: require('neogen.utilities.extractors')
503.371  003.644  003.644: require('neogen.locators.default')
506.460  003.073  003.073: require('neogen.template')
509.202  002.730  002.730: require('neogen.types.template')
511.915  002.688  002.688: require('neogen.templates.google_docstrings')
514.761  002.834  002.834: require('neogen.templates.numpydoc')
517.293  002.519  002.519: require('neogen.templates.reST')
517.303  026.150  003.095: require('neogen.configurations.python')
517.468  039.827  000.467: require('config.neogen')
518.202  000.227  000.227: require('config.Editing.visual_multi.keymappings')
518.232  000.483  000.256: require('config.Editing.visual_multi')
521.414  003.937  003.453: require('ds_omega.layers.Editing.visual_multi')
542.770  006.293  006.293: require('vim.treesitter.language')
542.886  013.233  006.940: require('vim.treesitter.query')
578.114  005.786  005.786: require('vim.treesitter._range')
578.158  013.345  007.559: require('vim.treesitter.languagetree')
578.206  019.534  006.190: require('vim.treesitter')
579.240  025.024  005.490: require('nvim-treesitter.parsers')
583.631  004.378  004.378: require('nvim-treesitter.utils')
583.657  035.554  006.152: require('nvim-treesitter.ts_utils')
583.673  040.774  005.220: require('nvim-treesitter.tsrange')
589.719  006.039  006.039: require('nvim-treesitter.caching')
589.766  064.089  004.043: require('nvim-treesitter.query')
589.797  068.035  003.947: require('nvim-treesitter.configs')
590.008  000.201  000.201: require('config.treesitter.parsers')
590.189  000.169  000.169: require('config.treesitter.incremental_selection')
590.355  000.157  000.157: require('config.treesitter.rainbow')
590.534  000.167  000.167: require('config.treesitter.textobjects')
590.798  000.253  000.253: require('config.Editing.yati')
599.125  003.863  003.863: require('nvim-treesitter.info')
604.211  005.070  005.070: require('nvim-treesitter.shell_command_selectors')
604.269  013.297  004.364: require('nvim-treesitter.install')
741.707  220.276  137.995: require('config.treesitter')
755.393  007.554  007.554: require('yanky.utils')
760.660  005.250  005.250: require('yanky.highlight')
766.079  005.405  005.405: require('yanky.system_clipboard')
773.358  007.251  007.251: require('yanky.preserve_cursor')
778.741  005.366  005.366: require('yanky.picker')
778.761  036.842  006.016: require('yanky')
812.838  004.245  004.245: require('plenary.bit')
817.063  004.210  004.210: require('plenary.functional')
817.103  013.083  004.629: require('plenary.path')
817.112  019.368  006.285: require('plenary.strings')
824.006  006.887  006.887: require('telescope.deprecated')
839.865  005.828  005.828: require('plenary.log')
839.898  010.685  004.857: require('telescope.log')
850.155  004.797  004.797: require('plenary.job')
857.187  007.016  007.016: require('telescope.state')
857.212  017.306  005.493: require('telescope.utils')
857.225  033.198  005.207: require('telescope.sorters')
857.465  000.221  000.221: require('vim.inspect')
857.812  000.026  000.026: require('vim.F')
859.385  066.956  007.255: require('telescope.config')
870.207  006.097  006.097: require('plenary.window.border')
874.832  004.596  004.596: require('plenary.window')
879.593  004.745  004.745: require('plenary.popup.utils')
879.615  020.217  004.780: require('plenary.popup')
884.531  004.908  004.908: require('telescope.pickers.scroller')
903.666  005.917  005.917: require('telescope.actions.state')
909.273  005.588  005.588: require('telescope.actions.utils')
921.859  006.826  006.826: require('telescope.actions.mt')
921.947  012.658  005.832: require('telescope.actions.set')
933.073  005.641  005.641: require('telescope.config.resolve')
933.090  011.134  005.494: require('telescope.pickers.entry_display')
938.981  005.883  005.883: require('telescope.from_entry')
939.164  154.629  021.367: require('telescope.actions')
939.176  159.893  005.264: require('yanky.telescope.mapping')
944.269  005.085  005.085: require('telescope.themes')
944.430  165.304  000.325: require('config.Editing.yanky.picker')
944.440  165.462  000.159: require('config.Editing.yanky.settings')
950.594  005.831  005.831: require('yanky.wrappers')
950.671  006.224  000.393: require('config.Editing.yanky.keymappings')
950.679  171.911  000.224: require('config.Editing.yanky')
957.375  006.478  006.478: require('yanky.config')
962.965  005.439  005.439: require('yanky.history')
968.346  005.364  005.364: require('yanky.storage.shada')
969.052  000.558  000.558: require('config.Ui.which_key.utils')
979.419  005.148  005.148: require('telescope._extensions')
979.436  010.332  005.183: require('telescope')
1021.222  006.191  006.191: require('plenary.tbl')
1021.241  010.310  004.119: require('plenary.vararg.rotate')
1021.248  014.439  004.129: require('plenary.vararg')
1025.280  004.025  004.025: require('plenary.errors')
1025.297  023.410  004.946: require('plenary.async.async')
1044.772  004.460  004.460: require('plenary.async.structs')
1044.799  010.588  006.128: require('plenary.async.control')
1044.812  015.278  004.690: require('plenary.async.util')
1044.820  019.516  004.237: require('plenary.async.tests')
1044.829  047.517  004.591: require('plenary.async')
1049.710  004.872  004.872: require('telescope.debounce')
1057.405  007.680  007.680: require('telescope.mappings')
1062.505  005.082  005.082: require('telescope.pickers.highlights')
1067.399  004.883  004.883: require('telescope.pickers.window')
1078.963  005.072  005.072: require('telescope.algos.linked_list')
1078.979  011.567  006.496: require('telescope.entry_manager')
1084.055  005.069  005.069: require('telescope.pickers.multi')
1084.100  092.896  006.226: require('telescope.pickers')
1096.820  005.818  005.818: require('telescope.make_entry')
1101.862  005.028  005.028: require('telescope.finders.async_static_finder')
1117.280  004.146  004.146: require('plenary.class')
1117.333  009.626  005.480: require('telescope._')
1117.341  015.394  005.768: require('telescope.finders.async_oneshot_finder')
1124.663  007.317  007.317: require('telescope.finders.async_job_finder')
1124.683  040.577  007.021: require('telescope.finders')
1134.530  004.960  004.960: require('telescope.previewers.previewer')
1173.346  038.797  038.797: require('telescope.previewers.term_previewer')
1192.234  004.956  004.956: require('plenary.context_manager')
1199.663  003.739  003.739: require('nvim-treesitter.statusline')
1204.544  004.866  004.866: require('nvim-treesitter.query_predicates')
1204.589  012.338  003.733: require('nvim-treesitter')
1204.613  024.727  007.432: require('telescope.previewers.utils')
1223.698  019.071  019.071: require('plenary.filetype')
1229.314  005.600  005.600: require('plenary.scandir')
1261.103  087.743  038.346: require('telescope.previewers.buffer_previewer')
1261.123  136.433  004.933: require('telescope.previewers')
1261.138  276.145  006.239: require('yanky.telescope.yank_history')
1261.145  281.702  005.557: require('telescope._extensions.yank_history')
1261.152  519.425  000.800: require('ds_omega.layers.Editing.yanky')
1262.693  001.312  001.312: require('flit')
1263.071  000.182  000.182: require('config.Navigation.leap.settings')
1263.080  000.374  000.193: require('config.Navigation.flit')
1268.253  000.154  000.154: require('vim.keymap')
1272.192  001.972  001.972: require('leap')
1281.137  001.560  001.560: require('leap.opts')
1281.158  003.348  001.788: require('leap.util')
1281.186  005.160  001.813: require('leap.highlight')
1281.293  009.087  003.927: require('leap.main')
1281.311  020.150  007.250: require('ds_omega.layers.Navigation.flit')
1281.908  000.171  000.171: require('config.Navigation.telescope_file_browser')
1288.853  006.778  006.778: require('telescope-undo.actions')
1288.884  006.965  000.187: require('config.Editing.undo')
1288.891  007.406  000.270: require('config.Navigation.telescope')
1294.690  013.371  005.965: require('ds_omega.layers.Navigation.telescope')
1307.503  007.472  007.472: require('yop.utils')
1307.521  012.546  005.074: require('yop')
1307.593  012.886  000.339: require('ds_omega.layers.NeoVimDevelopment.yop')
1310.441  001.202  001.202: require('focus.modules.config')
1311.853  001.401  001.401: require('focus.modules.commands')
1314.742  001.497  001.497: require('focus.modules.utils')
1314.756  002.893  001.396: require('focus.modules.autocmd')
1316.097  001.334  001.334: require('focus.modules.split')
1317.418  001.311  001.311: require('focus.modules.functions')
1320.818  003.390  003.390: require('focus.modules.resizer')
1320.837  013.044  001.512: require('focus')
1321.372  000.141  000.141: require('constants.buftypes')
1321.538  000.157  000.157: require('constants.filetypes')
1321.551  000.512  000.214: require('constants')
1321.570  000.724  000.212: require('config.WindowManagement.focus')
1326.911  019.306  005.537: require('ds_omega.layers.WindowManagement.focus')
1340.730  004.495  004.495: require('other-nvim.helper.util')
1340.749  009.458  004.962: require('other-nvim.helper.window')
1345.353  004.596  004.596: require('other-nvim.builtin.mappings')
1349.439  004.072  004.072: require('other-nvim.builtin.transformers')
1349.455  022.303  004.177: require('other-nvim')
1349.749  000.285  000.285: require('config.Navigation.other')
1356.977  030.050  007.462: require('ds_omega.layers.Navigation.other')
1366.041  003.027  003.027: require('null-ls.utils')
1373.656  007.600  007.600: require('vim.diagnostic')
1373.761  013.666  003.039: require('null-ls.config')
1379.776  003.061  003.061: require('null-ls.helpers.cache')
1382.875  003.085  003.085: require('null-ls.helpers.diagnostics')
1388.045  005.158  005.158: require('null-ls.helpers.formatter_factory')
1394.477  002.880  002.880: require('null-ls.logger')
1397.869  003.379  003.379: require('null-ls.state')
1397.902  009.842  003.583: require('null-ls.helpers.generator_factory')
1406.016  004.728  004.728: require('null-ls.helpers.command_resolver')
1406.030  008.122  003.394: require('null-ls.helpers.make_builtin')
1409.580  003.544  003.544: require('null-ls.helpers.range_formatting_args_factory')
1409.593  035.825  003.011: require('null-ls.helpers')
1421.178  004.297  004.297: require('null-ls.methods')
1421.196  007.707  003.410: require('null-ls.diagnostics')
1421.209  011.609  003.902: require('null-ls.sources')
1424.840  003.624  003.624: require('null-ls.builtins')
1424.855  067.619  002.895: require('null-ls')
1428.483  003.439  003.439: require('null-ls.builtins.formatting.prettierd')
1431.920  003.424  003.424: require('null-ls.builtins.formatting.stylelint')
1436.366  004.433  004.433: require('null-ls.builtins.diagnostics.stylelint')
1440.371  003.985  003.985: require('null-ls.builtins.formatting.black')
1443.943  003.557  003.557: require('null-ls.builtins.formatting.isort')
1447.459  003.502  003.502: require('null-ls.builtins.diagnostics.flake8')
1450.971  003.498  003.498: require('null-ls.builtins.diagnostics.mypy')
1450.985  026.123  000.285: require('config.Lsp.null_ls')
1699.639  005.937  005.937: require('vim.lsp.log')
1706.951  007.298  007.298: require('vim.lsp.protocol')
1720.261  006.550  006.550: require('vim.lsp._snippet')
1726.508  006.222  006.222: require('vim.highlight')
1726.540  019.574  006.803: require('vim.lsp.util')
1726.609  039.706  006.897: require('vim.lsp.handlers')
1733.024  006.403  006.403: require('vim.lsp.rpc')
1740.420  007.383  007.383: require('vim.lsp.sync')
1746.388  005.953  005.953: require('vim.lsp.semantic_tokens')
1752.361  005.939  005.939: require('vim.lsp.buf')
1758.786  006.408  006.408: require('vim.lsp.diagnostic')
1764.311  005.509  005.509: require('vim.lsp.codelens')
1764.400  085.121  007.820: require('vim.lsp')
1764.412  088.559  003.438: require('null-ls.client')
1764.457  407.461  225.160: require('ds_omega.layers.Assistance.null_ls')
1783.149  005.376  005.376: require('todo-comments.util')
1783.188  010.847  005.471: require('todo-comments.config')
1796.594  005.422  005.422: require('todo-comments.highlight')
1796.630  013.435  008.013: require('todo-comments.jump')
1796.638  031.811  007.528: require('todo-comments')
1796.855  000.207  000.207: require('config.ProjectManagement.todo_comments')
1802.375  037.910  005.892: require('ds_omega.layers.ProjectManagement.todo_comments')
1803.874  001.144  001.144: require('debuglog')
1813.645  000.203  000.203: require('utils.dlog')
1814.596  012.197  010.849: require('ds_omega.layers.NeoVimDevelopment.debuglog')
1824.826  004.140  004.140: require('persisted.utils')
1829.055  004.214  004.214: require('persisted.config')
1829.071  014.265  005.911: require('persisted')
1829.370  000.291  000.291: require('config.ProjectManagement.persisted')
1844.170  004.643  004.643: require('telescope._extensions.actions')
1848.655  004.469  004.469: require('telescope._extensions.finders')
1848.669  014.688  005.576: require('telescope._extensions.persisted')
1848.679  034.070  004.826: require('ds_omega.layers.ProjectManagement.persisted')
1854.611  005.740  005.740: require('nvim-window')
1854.821  000.190  000.190: require('config.WindowManagement.window')
1859.524  010.836  004.907: require('ds_omega.layers.WindowManagement.window')
1870.600  005.644  005.644: require('toggleterm.lazy')
1875.760  005.143  005.143: require('toggleterm.constants')
1881.602  005.827  005.827: require('toggleterm.terminal')
1881.642  021.910  005.296: require('toggleterm')
1881.841  000.183  000.183: require('config.Integrations.toggleterm')
1899.440  005.070  005.070: require('toggleterm.colors')
1906.430  006.976  006.976: require('toggleterm.utils')
1906.453  017.602  005.556: require('toggleterm.config')
1912.694  005.824  005.824: require('toggleterm.commandline')
1912.729  053.191  007.671: require('ds_omega.layers.Integrations.toggleterm')
1913.050  000.313  000.313: require('config.firenvim')
1913.243  000.184  000.184: require('config.xkbswitch')
1913.629  000.220  000.220: require('config.rnvimr')
1913.647  000.394  000.174: require('ds_omega.layers.Navigation.rnvimr')
1919.797  005.972  005.972: require('syntax-tree-surfer')
1920.311  000.167  000.167: require('config.Navigation.syntax_tree_surfer.settings')
1920.539  000.218  000.218: require('config.Navigation.syntax_tree_surfer.keymappings')
1920.551  000.737  000.352: require('config.Navigation.syntax_tree_surfer')
1920.837  007.182  000.473: require('ds_omega.layers.Navigation.syntax_tree_surfer')
1926.383  005.378  005.378: require('telescope._extensions.undo')
1926.413  005.564  000.186: require('ds_omega.layers.Editing.undo')
1926.810  000.171  000.171: require('config.Highlighting.colorizer')
1939.828  004.007  004.007: require('colorizer/nvim')
1943.327  000.034  000.034: require('ffi')
1943.461  003.618  003.584: require('colorizer/trie')
1943.641  011.828  004.203: require('colorizer')
1944.925  018.504  006.505: require('ds_omega.layers.Highlighting.colorizer')
1974.698  029.552  029.552: require('headlines')
1974.917  000.196  000.196: require('config.Ui.headlines')
1979.831  034.892  005.144: require('ds_omega.layers.Ui.headlines')
1981.338  000.578  000.578: require('conceal.config')
1981.349  001.290  000.712: require('conceal')
1981.519  000.162  000.162: require('config.Ui.conceal')
1988.679  008.833  007.381: require('ds_omega.layers.Ui.conceal')
1992.500  003.198  003.198: require('genghis')
1992.513  003.392  000.194: require('config.Commands.genghis.keymappings')
1992.519  003.604  000.212: require('config.Commands.genghis')
1992.783  004.084  000.480: require('ds_omega.layers.Commands.genghis')
1997.082  000.951  000.951: require('diffview.lazy')
1998.246  001.133  001.133: require('diffview.oop')
1998.282  003.172  001.088: require('diffview.events')
1998.296  004.208  001.036: require('diffview.bootstrap')
1999.752  001.450  001.450: require('diffview.hl')
2004.043  011.087  005.430: require('diffview')
2004.549  000.173  000.173: require('config.Git.diffview.settings')
2004.564  000.505  000.332: require('config.Git.diffview')
2007.819  001.616  001.616: require('diffview.actions')
2008.004  003.235  001.619: require('diffview.config')
2010.538  002.525  002.525: require('diffview.utils')
2012.820  020.026  002.674: require('ds_omega.layers.Git.diffview')
2023.045  002.582  002.582: require('marks.utils')
2023.073  007.259  004.676: require('marks.mark')
2025.332  002.252  002.252: require('marks.bookmark')
2025.379  012.276  002.765: require('marks')
2025.603  000.215  000.215: require('config.Navigation.marks')
2030.806  017.970  005.479: require('ds_omega.layers.Navigation.marks')
2041.845  003.427  003.427: require('cmp.utils.debug')
2048.292  003.097  003.097: require('cmp.utils.char')
2048.310  006.448  003.351: require('cmp.utils.str')
2051.480  003.164  003.164: require('cmp.utils.pattern')
2063.613  003.669  003.669: require('cmp.utils.misc')
2066.634  003.005  003.005: require('cmp.utils.buffer')
2070.720  004.074  004.074: require('cmp.utils.api')
2070.740  013.909  003.161: require('cmp.utils.keymap')
2070.751  019.260  005.351: require('cmp.utils.feedkeys')
2074.033  003.276  003.276: require('cmp.utils.async')
2083.157  002.925  002.925: require('cmp.types.cmp')
2088.363  005.192  005.192: require('cmp.types.lsp')
2091.328  002.950  002.950: require('cmp.types.vim')
2091.338  014.026  002.959: require('cmp.types')
2094.435  003.091  003.091: require('cmp.utils.cache')
2094.451  020.393  003.277: require('cmp.context')
2104.800  004.008  004.008: require('cmp.config.mapping')
2110.936  003.054  003.054: require('cmp.config.compare')
2110.949  006.133  003.078: require('cmp.config.default')
2110.970  013.153  003.012: require('cmp.config')
2117.771  003.124  003.124: require('cmp.matcher')
2117.789  006.813  003.689: require('cmp.entry')
2117.802  023.345  003.379: require('cmp.source')
2126.440  003.238  003.238: require('cmp.utils.event')
2137.792  004.695  004.695: require('cmp.utils.options')
2137.815  008.218  003.523: require('cmp.utils.window')
2137.822  011.367  003.148: require('cmp.view.docs_view')
2144.939  003.470  003.470: require('cmp.utils.autocmd')
2144.963  007.135  003.665: require('cmp.view.custom_entries_view')
2150.596  005.626  005.626: require('cmp.view.wildmenu_entries_view')
2156.617  006.006  006.006: require('cmp.view.native_entries_view')
2160.014  003.382  003.382: require('cmp.view.ghost_text_view')
2160.038  042.230  005.477: require('cmp.view')
2160.119  126.022  004.481: require('cmp.core')
2163.702  003.431  003.431: require('cmp.config.sources')
2166.924  003.207  003.207: require('cmp.config.window')
2167.030  135.989  003.329: require('cmp')
2173.084  002.304  002.304: require('luasnip.session.snippet_collection')
2177.822  002.374  002.374: require('luasnip.util._builtin_vars')
2177.936  004.837  002.463: require('luasnip.util.environ')
2180.015  002.070  002.070: require('luasnip.util.extend_decorator')
2182.165  002.124  002.124: require('luasnip.util.log')
2186.931  002.546  002.546: require('luasnip.util.types')
2189.422  002.471  002.471: require('luasnip.util.ext_opts')
2191.673  002.235  002.235: require('luasnip.extras.filetype_functions')
2191.935  009.746  002.494: require('luasnip.config')
2191.946  024.320  003.237: require('luasnip')
2191.953  024.503  000.184: require('config.lsp.luasnip_engine')
2192.144  000.184  000.184: require('config.Completion.cmp.window_visuals')
2194.364  002.005  002.005: require('lspkind')
2194.427  002.273  000.269: require('config.Completion.cmp.formatting')
2196.937  002.158  002.158: require('luasnip.extras.select_choice')
2197.102  000.155  000.155: require('config.lsp.utils')
2197.120  002.685  000.373: require('config.Completion.cmp.keymappings')
2197.151  029.883  000.236: require('config.Completion.cmp.settings')
2197.158  030.118  000.235: require('config.Completion.cmp')
2209.432  003.368  003.368: require('nvim-autopairs._log')
2212.911  003.464  003.464: require('nvim-autopairs.utils')
2225.113  004.366  004.366: require('nvim-autopairs.conds')
2225.133  008.846  004.480: require('nvim-autopairs.rule')
2225.140  012.217  003.370: require('nvim-autopairs.rules.basic')
2225.156  023.602  004.554: require('nvim-autopairs')
2228.525  003.364  003.364: require('nvim-autopairs.completion.handlers')
2228.540  030.286  003.320: require('nvim-autopairs.completion.cmp')
2228.575  197.751  001.358: require('ds_omega.layers.Completion.cmp')
2232.339  003.580  003.580: require('mini.ai')
2233.119  004.536  000.956: require('config.mini.ai')
2233.676  000.176  000.176: require('config.Git.fugitive.keymappings')
2233.685  000.378  000.203: require('config.Git.fugitive')
2233.894  000.763  000.385: require('ds_omega.layers.Git.fugitive')
2234.854  000.397  000.397: require('auto-save.config')
2235.285  000.420  000.420: require('auto-save.utils.data')
2236.065  000.706  000.706: require('auto-save.utils.colors')
2236.670  000.589  000.589: require('auto-save.utils.echo')
2236.698  002.643  000.532: require('auto-save')
2237.106  000.165  000.165: require('config.Editing.auto_save.settings')
2239.071  001.663  001.663: require('hydra.keymap-util')
2239.083  001.817  000.155: require('config.keymappings._common.utils')
2239.091  001.976  000.158: require('config.Editing.auto_save.keymappings')
2239.097  002.388  000.247: require('config.Editing.auto_save')
2239.491  005.588  000.556: require('ds_omega.layers.Editing.auto_save')
2240.125  000.195  000.195: require('config.Navigation.leap.keymappings')
2240.330  000.194  000.194: require('config.Navigation.leap.multi_normal')
2240.338  000.610  000.221: require('config.Navigation.leap')
2242.223  001.690  001.690: require('leap.user')
2242.959  003.456  001.155: require('ds_omega.layers.Navigation.leap')
2243.946  000.791  000.791: require('cutlass')
2244.119  000.159  000.159: require('config.Editing.cutlass')
2249.714  006.744  005.795: require('ds_omega.layers.Editing.cutlass')
2255.522  005.598  005.598: require('recorder')
2255.927  000.142  000.142: require('config.Editing.recorder.settings')
2255.936  000.383  000.241: require('config.Editing.recorder')
2256.284  006.554  000.572: require('ds_omega.layers.Editing.recorder')
2270.450  005.239  005.239: require('sj.utils')
2270.474  009.646  004.407: require('sj.config')
2279.605  004.358  004.358: require('sj.cache')
2284.006  004.386  004.386: require('sj.ui')
2284.041  013.561  004.818: require('sj.core')
2284.051  027.594  004.386: require('sj')
2284.716  000.249  000.249: require('config.Navigation.sj.settings')
2284.899  000.173  000.173: require('config.Navigation.sj.keymappings')
2284.908  000.835  000.413: require('config.Navigation.sj')
2287.249  030.954  002.525: require('ds_omega.layers.Navigation.sj')
2288.958  000.562  000.562: require('auto-session-library')
2289.360  000.391  000.391: require('auto-session-autocmds')
2289.409  001.771  000.818: require('auto-session')
